curie	label	clinical_drug	rxcui
DRON:01043173	florfenicol 300 MG/ML Injectable Solution [Florfeniject]	DRON:00059525	2679415
DRON:01043174	4 ML tocilizumab-aazg 20 MG/ML Injection [Tyenne]	DRON:01043103	2679438
DRON:01043175	tocilizumab-aazg 20 MG/ML Injection [Tyenne]	DRON:01043104	2679439
DRON:01043176	10 ML tocilizumab-aazg 20 MG/ML Injection [Tyenne]	DRON:01043105	2679441
DRON:01043177	20 ML tocilizumab-aazg 20 MG/ML Injection [Tyenne]	DRON:01043106	2679443
DRON:01043178	0.5 ML benralizumab 20 MG/ML Prefilled Syringe [Fasenra]	DRON:01043112	2679502
DRON:01043179	benralizumab 20 MG/ML Prefilled Syringe [Fasenra]	DRON:01043113	2679503
DRON:01043180	16 ML docetaxel 10 MG/ML Injection [Docivyx]	DRON:01043110	2679784
DRON:01043181	docetaxel 10 MG/ML Injection [Docivyx]	DRON:00786480	2679785
DRON:01043182	2 ML docetaxel 10 MG/ML Injection [Docivyx]	DRON:00786479	2679786
DRON:01043183	8 ML docetaxel 10 MG/ML Injection [Docivyx]	DRON:01043111	2679788
DRON:01043184	selpercatinib 120 MG Oral Tablet [Retevmo]	DRON:01043133	2679808
DRON:01043185	selpercatinib 160 MG Oral Tablet [Retevmo]	DRON:01043134	2679812
DRON:01043186	selpercatinib 40 MG Oral Tablet [Retevmo]	DRON:01043135	2679814
DRON:01043187	selpercatinib 80 MG Oral Tablet [Retevmo]	DRON:01043136	2679816
DRON:01043188	fluralaner 280 MG/ML / moxidectin 14 MG/ML Topical Solution [Bravecto Plus]	DRON:01043137	2679865
DRON:01045119	clomipramine hydrochloride 20 MG Oral Tablet [Calmera]	DRON:00060074	2680125
DRON:01045120	clomipramine hydrochloride 40 MG Oral Tablet [Calmera]	DRON:00060088	2680127
DRON:01045121	clomipramine hydrochloride 5 MG Oral Tablet [Calmera]	DRON:00060089	2680129
DRON:01045122	clomipramine hydrochloride 80 MG Oral Tablet [Calmera]	DRON:00060090	2680131
DRON:01045123	asciminib 100 MG Oral Tablet [Scemblix]	DRON:01045109	2680280
DRON:01045124	10 ML tocilizumab-bavi 20 MG/ML Injection [Tofidence]	DRON:01045098	2680294
DRON:01045125	tocilizumab-bavi 20 MG/ML Injection [Tofidence]	DRON:01045099	2680295
DRON:01045126	20 ML tocilizumab-bavi 20 MG/ML Injection [Tofidence]	DRON:01045100	2680297
DRON:01045127	4 ML tocilizumab-bavi 20 MG/ML Injection [Tofidence]	DRON:01045101	2680299
DRON:01045128	nirogacestat 100 MG Oral Tablet [Ogsiveo]	DRON:01045111	2680362
DRON:01045129	nirogacestat 150 MG Oral Tablet [Ogsiveo]	DRON:01045112	2680368
DRON:01045130	pradofloxacin 200 MG/ML Injectable Solution [Pradalex]	DRON:01045114	2680721
DRON:01045131	naloxone hydrochloride 16 MG/ML Nasal Spray [Rextovy]	DRON:00991409	2680741
DRON:01045132	0.4 ML adalimumab-adbm 100 MG/ML Prefilled Syringe [Cyltezo]	DRON:01045093	2680746
DRON:01045133	adalimumab-adbm 100 MG/ML Prefilled Syringe [Cyltezo]	DRON:01045094	2680747
DRON:01045134	0.4 ML adalimumab-adbm 100 MG/ML Auto-Injector [Cyltezo]	DRON:01045096	2680750
DRON:01045135	adalimumab-adbm 100 MG/ML Auto-Injector [Cyltezo]	DRON:01045097	2680751
DRON:01045136	Sprinkle valbenazine 40 MG Oral Capsule [Ingrezza]	DRON:01045103	2680780
DRON:01045137	Sprinkle valbenazine 60 MG Oral Capsule [Ingrezza]	DRON:01045104	2680782
DRON:01045138	Sprinkle valbenazine 80 MG Oral Capsule [Ingrezza]	DRON:01045105	2680784
DRON:01045139	upadacitinib 1 MG/ML Oral Solution [Rinvoq]	DRON:01045115	2681019
DRON:01045140	tovorafenib 100 MG Oral Tablet [Ojemda]	DRON:01045116	2682454
DRON:01045141	torsemide 2 MG/ML Oral Solution [Upcard]	DRON:01045117	2682561
DRON:01047292	24 HR deutetrabenazine 30 MG Extended Release Oral Tablet [Austedo]	DRON:01047279	2683285
DRON:01047293	deutetrabenazine 30 MG Extended Release Oral Tablet [Austedo]	DRON:01047280	2683286
DRON:01047294	24 HR deutetrabenazine 36 MG Extended Release Oral Tablet [Austedo]	DRON:01047281	2683291
DRON:01047295	deutetrabenazine 36 MG Extended Release Oral Tablet [Austedo]	DRON:01047282	2683292
DRON:01047296	24 HR deutetrabenazine 42 MG Extended Release Oral Tablet [Austedo]	DRON:01047283	2683297
DRON:01047297	deutetrabenazine 42 MG Extended Release Oral Tablet [Austedo]	DRON:01047284	2683298
DRON:01047298	24 HR deutetrabenazine 48 MG Extended Release Oral Tablet [Austedo]	DRON:01047285	2683303
DRON:01047299	deutetrabenazine 48 MG Extended Release Oral Tablet [Austedo]	DRON:01047286	2683304
DRON:01047300	mavorixafor 100 MG Oral Capsule [Xolremdi]	DRON:01047288	2684032
DRON:01047301	lidocaine hydrochloride 50 MG/ML Topical Spray [Lidotral]	DRON:00775905	2684036
DRON:01047302	menthol 1.7 MG Oral Lozenge [Ricola]	DRON:00055377	2684627
DRON:01047303	mycophenolate mofetil 200 MG/ML Oral Suspension [Myhibbin]	DRON:00045503	2684851
DRON:01047304	elafibranor 80 MG Oral Tablet [Iqirvo]	DRON:01047289	2684952
DRON:01047305	penicillin G benzathine 1200000 UNT Injection [Lentocilin]	DRON:01035121	2684991
DRON:01047306	Twice-Daily deferiprone 1000 MG Oral Tablet [Ferriprox]	DRON:01047268	2685015
DRON:01047307	everolimus 2.5 MG Oral Tablet [Torpenz]	DRON:00062378	2685202
DRON:01047308	everolimus 10 MG Oral Tablet [Torpenz]	DRON:00058069	2685204
DRON:01047309	everolimus 5 MG Oral Tablet [Torpenz]	DRON:00058070	2685206
DRON:01047310	everolimus 7.5 MG Oral Tablet [Torpenz]	DRON:00065261	2685208
DRON:01047311	vigabatrin 100 MG/ML Oral Solution [Vigafyde]	DRON:01047291	2685223
DRON:01047312	clotrimazole 10 MG/ML Topical Cream [Trimazole]	DRON:00044511	2685228
DRON:01047313	menthol 20 MG/ML / methyl salicylate 100 MG/ML Topical Cream [Tricylate]	DRON:00045389	2685260
DRON:01047314	tolnaftate 10 MG/ML Topical Cream [Tritolnacide]	DRON:00034546	2685262
DRON:01047315	carprofen 50 MG/ML Injectable Solution [Carprovet]	DRON:00054940	2685349
DRON:01049494	3 ML rozanolixizumab-noli 140 MG/ML Injection [Rystiggo]	DRON:01049485	2685615
DRON:01049495	4 ML rozanolixizumab-noli 140 MG/ML Injection [Rystiggo]	DRON:01049486	2685617
DRON:01049496	6 ML rozanolixizumab-noli 140 MG/ML Injection [Rystiggo]	DRON:01049487	2685619
DRON:01049497	dimenhydrinate 15 MG Chewable Tablet [Gravol]	DRON:00039161	2686036
DRON:01049498	atipamezole hydrochloride 5 MG/ML Injectable Solution [Inversedine]	DRON:01003081	2686042
DRON:01049499	0.9 ML tocilizumab-aazg 180 MG/ML Auto-Injector [Tyenne]	DRON:01049479	2686050
DRON:01049500	tocilizumab-aazg 180 MG/ML Auto-Injector [Tyenne]	DRON:01049480	2686051
DRON:01049501	0.9 ML tocilizumab-aazg 180 MG/ML Prefilled Syringe [Tyenne]	DRON:01049456	2686057
DRON:01049502	tocilizumab-aazg 180 MG/ML Prefilled Syringe [Tyenne]	DRON:01049457	2686058
DRON:01049503	estradiol 3-benzoate 7 MG / trenbolone acetate 50 MG Drug Implant [Synovex]	DRON:01049458	2686071
DRON:01049504	24 HR deutetrabenazine 18 MG Extended Release Oral Tablet [Austedo]	DRON:01049483	2686156
DRON:01049505	deutetrabenazine 18 MG Extended Release Oral Tablet [Austedo]	DRON:01049484	2686157
DRON:01049506	0.5 ML influenza A virus A/Thailand/8/2022 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/4897/2022 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Austria/1359417/2021 antigen 0.03 MG/ML Prefilled Syringe [Fluarix 2024-2025]	DRON:01049459	2686938
DRON:01049507	influenza A virus A/Thailand/8/2022 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/4897/2022 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Austria/1359417/2021 antigen 0.03 MG/ML Prefilled Syringe [Fluarix 2024-2025]	DRON:01049460	2686939
DRON:01049508	0.5 ML influenza A virus A/Thailand/8/2022 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/4897/2022 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Austria/1359417/2021 antigen 0.03 MG/ML Prefilled Syringe [Flulaval 2024-2025]	DRON:01049459	2686945
DRON:01049509	influenza A virus A/Thailand/8/2022 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/4897/2022 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Austria/1359417/2021 antigen 0.03 MG/ML Prefilled Syringe [Flulaval 2024-2025]	DRON:01049460	2686946
DRON:01049510	sotorasib 240 MG Oral Tablet [Lumakras]	DRON:01049481	2687207
DRON:01049511	tadalafil 10 MG Chewable Tablet [Chewtadzy]	DRON:01049489	2687298
DRON:01049512	tadalafil 20 MG Chewable Tablet [Chewtadzy]	DRON:01049490	2687301
DRON:01049513	tadalafil 5 MG Chewable Tablet [Chewtadzy]	DRON:01049491	2687304
DRON:01049514	0.5 ML influenza A virus A/Thailand/8/2022 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/4897/2022 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Austria/1359417/2021 antigen 0.03 MG/ML Prefilled Syringe [Fluad 2024-2025]	DRON:01049459	2687364
DRON:01049515	influenza A virus A/Thailand/8/2022 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/4897/2022 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Austria/1359417/2021 antigen 0.03 MG/ML Prefilled Syringe [Fluad 2024-2025]	DRON:01049460	2687365
DRON:01049516	methimazole 5 MG/ML Oral Solution [Felanorm]	DRON:01049492	2687705
DRON:01049517	roflumilast 1.5 MG/ML Topical Cream [Zoryve]	DRON:01049482	2687712
DRON:01049518	0.5 ML influenza A virus A/California/122/2022 (H3N2) antigen 0.12 MG/ML / influenza A virus A/Victoria/4897/2022 (H1N1) antigen 0.12 MG/ML / influenza B virus B/Michigan/01/2021 antigen 0.12 MG/ML Prefilled Syringe [Fluzone 2024-2025]	DRON:01049461	2687729
DRON:01049519	influenza A virus A/California/122/2022 (H3N2) antigen 0.12 MG/ML / influenza A virus A/Victoria/4897/2022 (H1N1) antigen 0.12 MG/ML / influenza B virus B/Michigan/01/2021 antigen 0.12 MG/ML Prefilled Syringe [Fluzone 2024-2025]	DRON:01049462	2687730
DRON:01049520	0.5 ML influenza A virus A/Massachusetts/18/2022 (H3N2) antigen 0.09 MG/ML / influenza A virus A/West Virginia/30/2022 (H1N1) antigen 0.09 MG/ML / influenza B virus B/Austria/1359417/2021 antigen 0.09 MG/ML Prefilled Syringe [Flublok 2024-2025]	DRON:01049463	2687742
DRON:01049521	influenza A virus A/Massachusetts/18/2022 (H3N2) antigen 0.09 MG/ML / influenza A virus A/West Virginia/30/2022 (H1N1) antigen 0.09 MG/ML / influenza B virus B/Austria/1359417/2021 antigen 0.09 MG/ML Prefilled Syringe [Flublok 2024-2025]	DRON:01049464	2687743
DRON:01049522	alanine 16.56 MG/ML / arginine 9.2 MG/ML / glucose 140 MG/ML / glycine 8.24 MG/ML / histidine 3.84 MG/ML / isoleucine 4.8 MG/ML / leucine 5.84 MG/ML / lysine 4.64 MG/ML / methionine 3.2 MG/ML / phenylalanine 4.48 MG/ML / proline 5.44 MG/ML / serine 4 MG/ML / threonine 3.36 MG/ML / tryptophan 1.44 MG/ML / tyrosine 0.32 MG/ML / valine 4.64 MG/ML Injectable Solution [Clinimix E 8/14]	DRON:01049454	2688047
DRON:01049523	influenza A virus A/California/122/2022 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/4897/2022 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Michigan/01/2021 antigen 0.03 MG/ML Injectable Suspension [Fluzone 2024-2025]	DRON:01049469	2688053
DRON:01049524	0.5 ML influenza A virus A/California/122/2022 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/4897/2022 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Michigan/01/2021 antigen 0.03 MG/ML Prefilled Syringe [Fluzone 2024-2025]	DRON:01049465	2688056
DRON:01049525	influenza A virus A/California/122/2022 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/4897/2022 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Michigan/01/2021 antigen 0.03 MG/ML Prefilled Syringe [Fluzone 2024-2025]	DRON:01049466	2688057
DRON:01049526	0.5 ML influenza A virus A/Thailand/8/2022 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/4897/2022 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Austria/1359417/2021 antigen 0.03 MG/ML Prefilled Syringe [Afluria 2024-2025]	DRON:01049459	2688111
DRON:01049527	influenza A virus A/Thailand/8/2022 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/4897/2022 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Austria/1359417/2021 antigen 0.03 MG/ML Prefilled Syringe [Afluria 2024-2025]	DRON:01049460	2688112
DRON:01049528	influenza A virus A/Thailand/8/2022 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/4897/2022 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Austria/1359417/2021 antigen 0.03 MG/ML Injectable Suspension [Afluria 2024-2025]	DRON:01049470	2688118
DRON:01049529	0.5 ML influenza A virus A/Georgia/12/2022 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Sydney/1304/2022 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Singapore/WUH4618/2021 antigen 0.03 MG/ML Prefilled Syringe [Flucelvax 2024-2025]	DRON:01049467	2688130
DRON:01049530	influenza A virus A/Georgia/12/2022 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Sydney/1304/2022 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Singapore/WUH4618/2021 antigen 0.03 MG/ML Prefilled Syringe [Flucelvax 2024-2025]	DRON:01049468	2688131
DRON:01049531	influenza A virus A/Georgia/12/2022 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Sydney/1304/2022 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Singapore/WUH4618/2021 antigen 0.03 MG/ML Injectable Suspension [Flucelvax 2024-2025]	DRON:01049471	2688136
DRON:01049532	influenza A virus A/California/122/2022 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/4897/2022 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Michigan/01/2021 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML Injectable Suspension [Fluzone Quadrivalent 2024-2025]	DRON:01041128	2688690
DRON:01049533	0.5 ML influenza A virus A/California/122/2022 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/4897/2022 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Michigan/01/2021 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML Prefilled Syringe [Fluzone Quadrivalent 2024-2025]	DRON:01041122	2688700
DRON:01049534	influenza A virus A/California/122/2022 (H3N2) antigen 0.03 MG/ML / influenza A virus A/Victoria/4897/2022 (H1N1) antigen 0.03 MG/ML / influenza B virus B/Michigan/01/2021 antigen 0.03 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.03 MG/ML Prefilled Syringe [Fluzone Quadrivalent 2024-2025]	DRON:01041123	2688701
DRON:01052102	0.2 ML adalimumab-ryvk 100 MG/ML Prefilled Syringe [Simlandi]	DRON:01052053	2688823
DRON:01052103	adalimumab-ryvk 100 MG/ML Prefilled Syringe [Simlandi]	DRON:01052054	2688824
DRON:01052104	0.4 ML adalimumab-ryvk 100 MG/ML Prefilled Syringe [Simlandi]	DRON:01052055	2688827
DRON:01052105	0.8 ML adalimumab-ryvk 100 MG/ML Prefilled Syringe [Simlandi]	DRON:01052056	2688829
DRON:01052106	0.7 ML influenza A virus A/California/122/2022 (H3N2) antigen 0.0857 MG/ML / influenza A virus A/Victoria/4897/2022 (H1N1) antigen 0.0857 MG/ML / influenza B virus B/Michigan/01/2021 antigen 0.0857 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.0857 MG/ML Prefilled Syringe [Fluzone Quadrivalent 2024-2025]	DRON:01041120	2688831
DRON:01052107	influenza A virus A/California/122/2022 (H3N2) antigen 0.0857 MG/ML / influenza A virus A/Victoria/4897/2022 (H1N1) antigen 0.0857 MG/ML / influenza B virus B/Michigan/01/2021 antigen 0.0857 MG/ML / influenza B virus B/Phuket/3073/2013 antigen 0.0857 MG/ML Prefilled Syringe [Fluzone Quadrivalent 2024-2025]	DRON:01041121	2688832
DRON:01052108	1.5 ML palonosetron 0.05 MG/ML Injection [Posfrea]	DRON:00777175	2688837
DRON:01052109	palonosetron 0.05 MG/ML Injection [Posfrea]	DRON:00777177	2688838
DRON:01052110	5 ML palonosetron 0.05 MG/ML Injection [Posfrea]	DRON:00777176	2688839
DRON:01052111	pitavastatin sodium 1 MG Oral Tablet [Nikita]	DRON:01052058	2689119
DRON:01052112	pitavastatin sodium 2 MG Oral Tablet [Nikita]	DRON:01052059	2689123
DRON:01052113	pitavastatin sodium 4 MG Oral Tablet [Nikita]	DRON:01052060	2689127
DRON:01052114	terazosin 1 MG/ML Oral Solution [Tezruly]	DRON:01052091	2689139
DRON:01052115	letibotulinumtoxinA-wlbg 100 UNT Injection [Letybo]	DRON:01052073	2689297
DRON:01052116	letibotulinumtoxinA-wlbg 50 UNT Injection [Letybo]	DRON:01052074	2689301
DRON:01052117	60 ACTUAT sofpironium 72 MG/ACTUAT Topical Gel [Sofdra]	DRON:01052092	2689332
DRON:01052118	sofpironium 72 MG/ACTUAT Topical Gel [Sofdra]	DRON:01052093	2689333
DRON:01052119	cyclosporine, modified 100 MG/ML Oral Solution [Modulis]	DRON:00057876	2689928
DRON:01052120	carbidopa 35 MG / levodopa 140 MG Extended Release Oral Capsule [Crexont]	DRON:01052065	2690265
DRON:01052121	carbidopa 52.5 MG / levodopa 210 MG Extended Release Oral Capsule [Crexont]	DRON:01052066	2690281
DRON:01052122	carbidopa 70 MG / levodopa 280 MG Extended Release Oral Capsule [Crexont]	DRON:01052067	2690286
DRON:01052123	carbidopa 87.5 MG / levodopa 350 MG Extended Release Oral Capsule [Crexont]	DRON:01052068	2690292
DRON:01052124	vorasidenib 10 MG Oral Tablet [Voranigo]	DRON:01052094	2690659
DRON:01052125	vorasidenib 40 MG Oral Tablet [Voranigo]	DRON:01052095	2690663
DRON:01052126	24 HR clonidine hydrochloride 0.1 MG/ML Extended Release Suspension [Onyda]	DRON:01052061	2690735
DRON:01052127	clonidine hydrochloride 0.1 MG/ML Extended Release Suspension [Onyda]	DRON:01052062	2690736
DRON:01052128	seladelpar 10 MG Oral Capsule [Livdelzi]	DRON:01052096	2690881
DRON:01052129	maralixibat 19 MG/ML Oral Solution [Livmarli]	DRON:01052079	2690992
DRON:01052130	methocarbamol 1000 MG Oral Tablet [Tanlor]	DRON:00973941	2691000
DRON:01052131	diflunisal 375 MG Oral Tablet [Dolobid]	DRON:00040924	2691103
DRON:01052132	lazertinib 80 MG Oral Tablet [Lazcluze]	DRON:01052100	2691162
DRON:01052133	lazertinib 240 MG Oral Tablet [Lazcluze]	DRON:01052101	2691166
DRON:01052134	0.5 ML SARS-CoV-2 (COVID-19) vaccine, mRNA-1273 OMICRON (KP.2) 0.1 MG/ML Prefilled Syringe [Spikevax 2024-2025]	DRON:01052088	2691181
DRON:01052135	SARS-CoV-2 (COVID-19) vaccine, mRNA-1273 OMICRON (KP.2) 0.1 MG/ML Prefilled Syringe [Spikevax 2024-2025]	DRON:01052087	2691182
DRON:01052136	0.5 ML SARS-CoV-2 (COVID-19) vaccine, mRNA-1273 OMICRON (KP.2) 0.1 MG/ML Injection [Spikevax 2024-2025]	DRON:01052080	2691189
DRON:01052137	SARS-CoV-2 (COVID-19) vaccine, mRNA-1273 OMICRON (KP.2) 0.1 MG/ML Injection [Spikevax 2024-2025]	DRON:01052081	2691190
DRON:01052138	0.3 ML SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2 OMICRON (KP.2) 0.1 MG/ML Prefilled Syringe [Comirnaty 2024-2025]	DRON:01052089	2691212
DRON:01052139	SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2 OMICRON (KP.2) 0.1 MG/ML Prefilled Syringe [Comirnaty 2024-2025]	DRON:01052090	2691213
DRON:01052140	0.3 ML SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2 OMICRON (KP.2) 0.1 MG/ML Injection [Comirnaty 2024-2025]	DRON:01052084	2691219
DRON:01052141	SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2 OMICRON (KP.2) 0.1 MG/ML Injection [Comirnaty 2024-2025]	DRON:01052085	2691220
DRON:01052142	maropitant 16 MG Oral Tablet [Emeprev]	DRON:00059681	2691290
DRON:01052143	maropitant 160 MG Oral Tablet [Emeprev]	DRON:00059682	2691292
DRON:01052144	maropitant 24 MG Oral Tablet [Emeprev]	DRON:00059683	2691294
DRON:01052145	maropitant 60 MG Oral Tablet [Emeprev]	DRON:00059684	2691296
DRON:01052146	influenza A virus A/Norway/31694/2022 (H1N1) antigen 158000000 UNT/ML / influenza A virus A/Thailand/8/2022 (H3N2) antigen 158000000 UNT/ML / influenza B virus B/Austria/1359417/2021 antigen 158000000 UNT/ML Nasal Spray [FluMist 2024-2025]	DRON:01052072	2691308
DRON:01053900	dasatinib 100 MG Oral Tablet [Phyrago]	DRON:00057148	2691837
DRON:01053901	dasatinib 140 MG Oral Tablet [Phyrago]	DRON:00063689	2691839
DRON:01053902	dasatinib 20 MG Oral Tablet [Phyrago]	DRON:00055096	2691841
DRON:01053903	dasatinib 50 MG Oral Tablet [Phyrago]	DRON:00055097	2691843
DRON:01053904	dasatinib 70 MG Oral Tablet [Phyrago]	DRON:00055098	2691845
DRON:01053905	dasatinib 80 MG Oral Tablet [Phyrago]	DRON:00063690	2691847
DRON:01053906	thiafentanil 10 MG/ML Injectable Solution [Thianil]	DRON:01053893	2691856
DRON:01053907	patiromer 1000 MG Powder for Oral Suspension [Veltassa]	DRON:01053886	2692052
DRON:01053908	docusate sodium 250 MG Oral Capsule [Colace]	DRON:00066428	2692740
DRON:01053909	amoxicillin 100 MG / clavulanate 25 MG Oral Tablet [Betacilin]	DRON:00838056	2692884
DRON:01053910	amoxicillin 200 MG / clavulanate 50 MG Oral Tablet [Betacilin]	DRON:00778159	2692886
DRON:01053911	amoxicillin 300 MG / clavulanate 75 MG Oral Tablet [Betacilin]	DRON:00778160	2692888
DRON:01053912	amoxicillin 50 MG / clavulanate 12.5 MG Oral Tablet [Betacilin]	DRON:00778158	2692890
DRON:01053913	amoxicillin 50 MG/ML / clavulanate 12.5 MG/ML Oral Suspension [Betacilin]	DRON:00054727	2692894
DRON:01053914	tiletamine 50 MG/ML / zolazepam 50 MG/ML Injectable Solution [Tzed]	DRON:00754354	2692964
DRON:01053915	2 ML guselkumab 100 MG/ML Auto-Injector [Tremfya]	DRON:01053888	2693095
DRON:01053916	2 ML guselkumab 100 MG/ML Prefilled Syringe [Tremfya]	DRON:01053887	2693097
DRON:01053917	Abuse-Deterrent oxycodone hydrochloride 10 MG Oral Tablet [Roxybond]	DRON:01053874	2693196
DRON:01053918	testosterone undecanoate 200 MG Oral Capsule [Undecatrex]	DRON:00972025	2693252
DRON:01053919	ilunocitinib 15 MG Oral Tablet [Zenrelia]	DRON:01053895	2693425
DRON:01053920	ilunocitinib 4.8 MG Oral Tablet [Zenrelia]	DRON:01053896	2693429
DRON:01053921	ilunocitinib 6.4 MG Oral Tablet [Zenrelia]	DRON:01053897	2693433
DRON:01053922	ilunocitinib 8.5 MG Oral Tablet [Zenrelia]	DRON:01053898	2693437
DRON:01053923	1 ML copper sulfate 0.75 MG/ML / manganese sulfate 0.151 MG/ML / selenious acid 0.098 MG/ML / zinc sulfate 7.41 MG/ML Injection [Tralement]	DRON:01053889	2693633
DRON:01053924	copper sulfate 0.75 MG/ML / manganese sulfate 0.151 MG/ML / selenious acid 0.098 MG/ML / zinc sulfate 7.41 MG/ML Injection [Tralement]	DRON:01053890	2693634
